Weekday_Name,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
Monday,82.37569834600193,59.98018539478774,36.547872340425535,25.460037853943742,17.99985841933048,13.759766822023632,28.864243553898728,64.58446077251948,133.72494477431889,197.71365695057713,260.81324635117204,273.6371048409927,235.3187390267138,172.25607555680858,140.46220772158782,185.27216479428753,219.4005476743456,237.55842247311676,267.0309753954306,323.5942919619967,294.768083338559,225.98458034489101,150.87442703336532,124.85361983597468
Tuesday,99.21281902004594,67.76671664167917,40.17348066298342,29.89455664550875,19.22368131695517,14.897842053671635,28.15937531284413,73.40133944709754,155.25156501797446,234.12384259259258,316.06259127894845,309.14153840248724,272.5375311583865,192.71269234594564,148.5071755725191,194.69587117454017,232.1711041197095,256.650999505545,326.90342285413374,357.4610211468851,338.0898692426415,261.25900263354316,185.71909991386735,140.4362192033157
Wednesday,111.90782944819153,77.33193366717262,46.00134755755194,33.1318374679867,21.05492271425633,15.384717833916604,28.9414686825054,72.55862704879472,155.7488730380706,238.30217293528983,307.85694736842106,308.7353029960003,276.4996178785563,200.45962935171946,154.52233354205802,202.83106748186685,240.8663010857439,265.38071253245556,315.7711090591977,360.2046474632123,343.23384365795647,269.24646660765785,191.97520661157026,146.41673878343815
Thursday,117.5220773314305,81.75375591241715,51.27838226236912,35.53671556955219,22.286726707830258,16.059539879943706,30.790996784565916,71.30288812038508,150.87438207653327,231.3069918745383,315.6143790849673,296.2287387250815,269.03138721104676,198.59176736081355,161.7595749158249,198.05453001132503,239.54256557016166,264.4562423587615,309.27853545950484,349.66686731123735,339.6550298757548,268.3119823223323,196.17808672624957,146.44048406920678
Friday,122.11598253550929,85.50234842015371,56.40482727064745,37.757755051889376,24.9786803622535,17.058155765724702,29.098700461819355,66.7935957006102,137.59896383520785,201.77159094129985,226.4127447798334,256.59103636121216,236.83157679802724,187.6726223552041,162.31073446327684,208.07590125542288,253.02027186111852,273.00040131286636,294.6270706190061,329.49125513411366,313.8993350239062,247.22810467837095,184.2591097534366,149.15812990831367
Saturday,128.81911179797757,97.38917319457946,72.1315902732946,48.374137864601394,34.36572566051393,21.89615072182873,16.81990572101993,27.61153433887145,49.37691659513478,66.46938833368772,73.94678563749731,106.74955092681063,134.38590723088203,140.47343397291198,142.09863717605003,167.7900907427177,192.91610690521725,187.8367001467103,183.63540419976064,198.36866254164684,200.33388134494697,167.22056485949474,134.48503834935724,116.67069753446297
Sunday,112.89226052186557,87.08264486273174,64.22498060512025,44.27941569600917,33.0006721014636,20.43369706197485,14.425933653244314,21.55877117427505,34.532972017766,46.78997548351948,55.497941115915175,85.12774804604781,107.95334014460862,117.80620332812568,125.3865700581692,145.94181568612498,162.2259107853272,157.84384247666742,145.0749535815499,164.1851696929366,158.70103562616882,131.16948016766946,104.0329,87.64641617510384
